,toxic,comment_text
37715,0,"Sargent is historically inaccurate and basically in denial of the truth regarding the ACA.
I emailed then Sen. Begich several times while the ACA was being debated and several times after it became law. I don't know if Begich ever heard my concerns because I never heard back from him or his staff.
The ACA should be more appropriately referred to as the Care Act. The democrats are the minority party because they refused to acknowledge middle America, and instead catered to the non-voting poor and non-voting working poor with free healthcare, Medicaid, and heavily subsidized health insurance via the insurance exchanges.
The dominate players in the Democratic Party, Begich and Clinton and Obama among them, are beholden to health insurance companies, the industrial war and health care industry. 
Only two politicians stood up for all Americans, Sanders and Stein; strong supporters of a single payer healthcare system. Mainstream democrats lied about the ACA and did nothing to fix it!"
79276,0,So who pays this Import tax.   I think it is the American' ?
91261,1,"The tweets hurt him?  Nope, for me this little blow up with Joe and Mika just showed how the press can rise up when one of their own is 'attacked' while the real everyday concerns of average people go unheard or unnoticed.  Mika, in my opinion, owes an apology to the parents of teens who have been pushed into suicide by real cyber bullies.  How much of a fight did Joe and his sidekick put up about that?  Hypocrites and jokers"
78717,0,"Hold on tight, Old Soul, all that is bad in the world, including the yellow mayonnaise, will be righted when Cheeto Jesus wins the election and Hillary Clinton goes to the penitentiary. 
Any problems in the meantime, call Alex Jones."
19512,0,"Pasting up book titles does not provide proof, man is a significant contributor to climate change (i.e. global warming). 

Show me some primary data, or online ref., to back up your argument, as I did for Shar_M."
9080,0,"Liberals had confidence in the state, UNTIL Trump started heading it."
47269,0,No other Canadian eh?  Yet Trudeau is polling higher now than at the election
43036,0,"In response to this: ""An adult flipping burgers at a fast food joint does not have the financial or social infrastructure available to be able to better their condition through more education.""

That is incorrect imo. Lack of money means that some resources are unavailable. (like college) It also means that some professions that require college educations aren't immediately available. There are lots of trades that don't require college. There are lots of career paths that don't require college too. Some professions (like mine) prefer college graduates but will hire you if you are talented. If you want to succeed bad enough, you will find a way, if a way isn't currently available, you will make one."
29255,0,separists are never happy regardless of what Canada gives them.they were founded by a bunch of criminals.not many Canadians care for the queen but we respect the ones who do
25663,0,"We live in an age where women control whether they have children or not. This writer knew what she was taking on and must have willingly embraced that. Why is she now so bitter? I feel sorry for her. She must be very frustrated that she must continually strike out at men, blaming them for her troubles. Sort of a childish approach to life isn't it?"
59501,0,"Hoskins and Wynne continue to demonize doctors who work extremely hard to provide care to the people of Ontario.  My wife is a physician who just finished working 24 hours straight at the hospital because there is a shortage of doctors in our region.  She comes home exhausted but stays up to see her children and finish all the paperwork.  This pattern repeats itself week after week and she is on the verge of a breakdown.  Her reward for all her hard work? Wynne claws back her billings and cuts them moving forward  by 6% and her sidekick Hoskins continues to demonize the profession with help from media outlets like the Star.   Meanwhile teachers like my sister laugh, she works 9 months of the year, starts work at 8:30 am, comes home by 3:45 pm everyday, has a gold plated benefits and pension.  There are thousands of teachers waiting to get similar gigs, no shortage of them yet the government treats them like royalty because of their union."
